c1,c2
0.015620365793376,0.131839402427637
0.031482396880321,3.01872906025155
0.027516889108585,2.83631570275169
0.027516889108585,2.69355742296919
0.027516889108585,2.55079914318669
0.027516889108585,2.40804086340419
0.027516889108585,2.26528258362168
0.027516889108585,2.12252430383918
0.027516889108585,1.97976602405668
0.027516889108585,1.83700774427418
0.027516889108585,1.69424946449168
0.027516889108585,1.55149118470918
0.027516889108585,1.40873290492668
0.027516889108585,1.26597462514417
0.027516889108585,1.12321634536167
0.027516889108585,0.980458065579171
0.027516889108585,0.837699785796673
0.027516889108585,0.694941506014171
0.027516889108585,0.552183226231669
0.027516889108585,0.409424946449168
0.027516889108585,0.266666666666666
0.055275443510738,3.65321030372933
0.051309935739001,3.47872796177294
0.051309935739001,3.33596968199044
0.051309935739001,3.19321140220794
0.079068490141154,4.44631185807656
0.075102982369418,4.2638985005767
0.075102982369418,4.1211402207942
0.075102982369418,3.9783819410117
0.075102982369418,3.8356236612292
0.110792552315043,4.98562091503268
0.098896028999835,4.81113857307629
0.098896028999835,4.66838029329379
0.126654583401988,5.50906794090185
0.122689075630252,5.33458559894546
0.122689075630252,5.19182731916296
0.110792552315043,5.09665513264129
0.110792552315043,4.5494150601417
0.150447630032405,6.01665293568408
0.146482122260669,5.83423957818421
0.146482122260669,5.69148129840171
0.170275168891086,6.3814796506838
0.170275168891086,6.2387213709013
0.194068215521503,6.6669962102488
0.194068215521503,6.5242379304663
0.182171692206294,6.11975613774922
0.221826769923655,6.96837480090075
0.217861262151919,6.7978579667161
0.245619816554072,7.17458120503103
0.277343878727962,7.41647717910694
0.324929971988795,7.61078705992201
0.396309111880046,7.66630416872631
0.467688251771297,7.6425111220959
0.51527434503213,7.50768385785687
0.570791453836436,7.36492557807437
0.622343054869006,7.26182237600923
0.650101609271159,7.09527104959631
0.693722194760257,6.95251276981381
0.705618718075465,6.83354753666172
0.745273795792827,6.6669962102488
0.788894381281924,6.5242379304663
0.776997857966716,6.45285879057505
0.812687427912341,6.33389355742297
0.836480474542758,6.20303180095567
0.872170044488383,6.04837699785796
0.919756137749217,5.85208436315703
0.967342231010051,5.66173999011369
1.01492832427088,5.47734387872796
1.06251441753172,5.30286153677157
1.07441094084693,5.14424122590212
1.11010051079255,4.9717416378316
1.14579008073818,4.79924204976108
1.1814796506838,4.62079420003295
1.22906574394464,4.43044982698962
1.27665183720547,4.24605371560389
1.34803097709672,4.14493326742462
1.39561707035755,4.01010600318559
1.45113417916186,3.8911407700335
1.49078925687922,3.748382490251
1.55027187345526,3.68096885813149
1.58596144340089,3.55803811720767
1.64544405997693,3.45493491514253
1.68113362992256,3.3201076509035
1.73665073872686,3.177349371121
1.78820233975943,3.07424616905586
1.82389190970506,2.93941890481683
1.8833745262811,2.83631570275169
1.91906409622673,2.72528148514308
1.97854671280277,2.64597132970835
2.01423628274839,2.53493711209974
2.07371889932444,2.45562695666502
2.10940846927006,2.34459273905641
2.18078760916131,2.24148953699127
2.22837370242215,2.10666227275224
2.28785631899819,2.02735211731751
2.32354588894381,1.89252485307849
2.38302850551985,1.78942165101335
2.41871807546548,1.66252540231779
2.47820069204152,1.59907727797001
2.51389026198715,1.46425001373098
2.5852694018784,1.36907782720932
2.60906244850882,1.28976767177459
2.68044158840007,1.23425056297029
2.73595869720437,1.08356126764431
2.79940682155215,0.996320096666118
2.84699291481298,0.869423847970563
2.91837205470423,0.805975723622783
2.96595814796507,0.663217443840281
3.03733728785632,0.583907288405559
3.10276816608996,0.462959301367604
3.18009556763882,0.361838853188335
3.22768166089965,0.258735651123192
