timestamp,bluetooth_le-F1:5F:C5:86:3E:30-Temperature-1
1643639787129,27.465423583984375
1643639787219,27.590076446533203
1643639787354,27.679115295410156
1643639787444,27.803768157958984
1643639787534,27.964038848876953
1643639787669,27.964038848876953
1643639787759,28.03527069091797
1643639787849,28.088695526123047
1643639787939,28.6229248046875
1643639788074,28.907848358154297
1643639788164,28.99688720703125
1643639788254,28.9256591796875
1643639788390,28.9256591796875
1643639788479,28.9256591796875
1643639788569,28.99688720703125
1643639788659,29.068119049072266
1643639788794,29.03250503540039
1643639788884,28.872234344482422
1643639788975,28.747581481933594
1643639789064,28.65854263305664
1643639789199,28.51607894897461
1643639789289,28.40923309326172
1643639789379,28.320194244384766
1643639789514,28.213348388671875
1643639789604,28.231155395507812
1643639789694,28.159923553466797
1643639789784,28.053077697753906
1643639789874,28.01746368408203
1643639790009,28.053077697753906
1643639790099,27.91061782836914
1643639790189,27.358577728271484
1643639790325,27.1270751953125
1643639790414,27.109268188476562
1643639790504,27.091461181640625
1643639790594,27.144882202148438
1643639790729,27.162689208984375
1643639790819,27.322959899902344
1643639790909,27.518844604492188
1643639791044,27.696922302246094
1643639791134,27.875
1643639791224,27.946231842041016
1643639791315,28.01746368408203
1643639791449,28.124309539794922
1643639791539,28.177734375
1643639791629,28.266769409179688
1643639791719,28.302387237548828
1643639791854,28.373619079589844
1643639791989,28.40923309326172
1643639792034,28.427040100097656
1643639792169,28.39142608642578
1643639792304,28.427040100097656
1643639792349,28.40923309326172
1643639792439,28.373619079589844
1643639792574,28.35580825805664
1643639792665,28.28458023071289
1643639792754,28.177734375
1643639792844,28.053077697753906
1643639792979,27.892807006835938
1643639793069,27.76815414428711
1643639793159,27.625694274902344
1643639793249,27.572269439697266
1643639793384,27.411998748779297
1643639793475,27.305152893066406
1643639793564,27.28734588623047
1643639793699,27.23392105102539
1643639793789,27.23392105102539
1643639793879,27.23392105102539
1643639793969,27.198307037353516
1643639794105,27.162689208984375
1643639794194,27.144882202148438
1643639794284,27.180500030517578
1643639794374,27.28734588623047
1643639794509,27.50103759765625
1643639794599,27.732540130615234
1643639794689,27.803768157958984
1643639794824,27.964038848876953
1643639794914,28.03527069091797
1643639795004,28.070884704589844
1643639795094,28.159923553466797
1643639795229,28.231155395507812
1643639795319,28.28458023071289
1643639795409,28.320194244384766
1643639795499,28.40923309326172
1643639795634,28.729774475097656
1643639795724,29.15715789794922
1643639795814,29.26400375366211
1643639795904,29.210582733154297
1643639796039,29.085926055908203
1643639796129,28.99688720703125
1643639796219,28.943466186523438
1643639796354,28.89004135131836
1643639796444,28.801002502441406
1643639796534,28.729774475097656
1643639796624,28.605117797851562
1643639796759,28.444847106933594
1643639796849,28.28458023071289
1643639796939,28.14211654663086
1643639797029,28.213348388671875
1643639797165,28.14211654663086
1643639797254,28.106502532958984
1643639797344,28.088695526123047
1643639797524,28.231155395507812
1643639797569,28.24896240234375
1643639797660,28.24896240234375
1643639797749,27.875
1643639797884,27.322959899902344
1643639797974,27.358577728271484
1643639798064,27.447616577148438
1643639798154,27.625694274902344
1643639798289,27.76815414428711
1643639798379,27.892807006835938
1643639798469,28.03527069091797
1643639798559,28.106502532958984
1643639798694,28.213348388671875
1643639798784,28.231155395507812
1643639798874,28.266769409179688
1643639799010,28.320194244384766
1643639799099,28.373619079589844
1643639799189,28.39142608642578
1643639799279,28.427040100097656
1643639799414,28.427040100097656
1643639799504,28.40923309326172
1643639799594,28.444847106933594
1643639799684,28.39142608642578
1643639799819,28.320194244384766
1643639799909,28.177734375
1643639799999,28.088695526123047
1643639800135,27.946231842041016
1643639800224,27.928424835205078
1643639800314,27.821578979492188
1643639800449,27.732540130615234
1643639800539,27.53665542602539
1643639800629,27.465423583984375
1643639800719,27.376384735107422
1643639800809,27.322959899902344
1643639800944,27.322959899902344
1643639801034,27.28734588623047
1643639801124,27.216114044189453
1643639801259,27.251728057861328
1643639801349,27.26953887939453
1643639801439,27.28734588623047
1643639801529,27.358577728271484
1643639801619,27.50103759765625
1643639801754,27.625694274902344
1643639801844,27.803768157958984
1643639801934,27.928424835205078
1643639802069,28.01746368408203
1643639802159,28.14211654663086
1643639802249,28.213348388671875
1643639802339,28.24896240234375
1643639802474,28.302387237548828
1643639802564,28.302387237548828
1643639802654,28.39142608642578
1643639802790,28.40923309326172
1643639802879,29.174964904785156
1643639802969,29.19277572631836
1643639803059,29.121543884277344
1643639803194,29.19277572631836
1643639803284,29.15715789794922
1643639803374,29.068119049072266
1643639803464,28.979080200195312
1643639803599,28.9256591796875
1643639803689,28.729774475097656
1643639803779,28.640735626220703
1643639803915,28.51607894897461
1643639804005,28.373619079589844
1643639804094,28.28458023071289
1643639804184,28.177734375
1643639804320,28.159923553466797
1643639804410,28.195541381835938
1643639804499,28.159923553466797
1643639804589,28.231155395507812
1643639804725,28.320194244384766
1643639804814,28.213348388671875
1643639804904,27.376384735107422
1643639804995,27.34076690673828
1643639805129,27.358577728271484
1643639805219,27.34076690673828
1643639805309,27.411998748779297
1643639805444,27.465423583984375
1643639805534,27.60788345336914
1643639805625,27.76815414428711
1643639805714,27.892807006835938
1643639805849,27.98184585571289
1643639805984,28.124309539794922
1643639806029,28.195541381835938
1643639806120,28.24896240234375
1643639806254,28.231155395507812
1643639806344,28.28458023071289
1643639806434,28.320194244384766
1643639806569,28.35580825805664
1643639806659,28.373619079589844
1643639806749,28.39142608642578
1643639806839,28.40923309326172
1643639806974,28.39142608642578
1643639807064,28.39142608642578
1643639807154,28.373619079589844
1643639807244,28.320194244384766
1643639807380,28.28458023071289
1643639807469,28.231155395507812
1643639807559,28.106502532958984
1643639807649,28.01746368408203
1643639807785,27.892807006835938
1643639807874,27.821578979492188
1643639807964,27.803768157958984
1643639808099,27.679115295410156
1643639808189,27.66130828857422
1643639808279,27.554462432861328
1643639808414,27.53665542602539
1643639808504,27.465423583984375
1643639808595,27.447616577148438
1643639808684,27.447616577148438
1643639808774,27.447616577148438
1643639808909,27.429805755615234
1643639808999,27.465423583984375
1643639809090,27.696922302246094
1643639809225,28.444847106933594
1643639809314,28.605117797851562
1643639809404,28.711963653564453
1643639809494,28.76538848876953
1643639809629,28.836620330810547
1643639809719,28.961273193359375
1643639809809,28.961273193359375
1643639809944,28.979080200195312
1643639810034,29.103736877441406
1643639810124,29.103736877441406
1643639810214,29.13935089111328
1643639810350,29.103736877441406
1643639810439,29.210582733154297
1643639810529,29.174964904785156
1643639810619,29.174964904785156
1643639810754,29.15715789794922
1643639810844,29.121543884277344
1643639810934,29.050312042236328
1643639811024,29.103736877441406
1643639811161,29.03250503540039
1643639811249,28.14211654663086
1643639811339,27.928424835205078
1643639811429,27.821578979492188
1643639811564,27.71472930908203
1643639811654,27.696922302246094
1643639811744,27.679115295410156
1643639811879,27.625694274902344
1643639811969,27.60788345336914
1643639812059,27.572269439697266
1643639812194,27.53665542602539
1643639812284,27.554462432861328
1643639812374,27.518844604492188
1643639812464,27.53665542602539
1643639812554,27.50103759765625
1643639812689,27.572269439697266
1643639812779,27.696922302246094
1643639812869,27.821578979492188
1643639813004,27.946231842041016
1643639813094,28.053077697753906
1643639813185,28.124309539794922
1643639813277,28.195541381835938
1643639813409,28.266769409179688
1643639813500,28.320194244384766
1643639813589,28.338001251220703
1643639813679,28.39142608642578
1643639813815,28.35580825805664
1643639813904,28.338001251220703
1643639813994,28.266769409179688
1643639814130,28.195541381835938
1643639814219,28.106502532958984
1643639814309,28.03527069091797
1643639814400,27.91061782836914
1643639814534,27.839385986328125
1643639814624,27.803768157958984
1643639814759,27.857192993164062
1643639814805,27.98184585571289
1643639814939,28.053077697753906
1643639815029,28.088695526123047
1643639815120,28.177734375
1643639815209,28.159923553466797
1643639815344,28.231155395507812
1643639815435,28.231155395507812
1643639815524,28.24896240234375
1643639815659,28.28458023071289
1643639815749,28.320194244384766
1643639815839,28.51607894897461
1643639815974,29.050312042236328
1643639816064,29.121543884277344
1643639816155,29.121543884277344
1643639816244,29.068119049072266
1643639816335,29.050312042236328
1643639816469,29.050312042236328
1643639816560,29.085926055908203
1643639816649,29.068119049072266
1643639816784,29.121543884277344
1643639816874,29.13935089111328
1643639816965,29.15715789794922
1643639817055,29.15715789794922
1643639817190,29.121543884277344
1643639817280,29.210582733154297
1643639817370,29.26400375366211
1643639817505,29.317428588867188
1643639817595,29.40646743774414
1643639817684,29.353042602539062
1643639817774,28.694156646728516
1643639817864,28.302387237548828
1643639817999,28.28458023071289
1643639818089,28.24896240234375
1643639818179,28.213348388671875
1643639818315,28.195541381835938
1643639818405,28.28458023071289
1643639818495,28.338001251220703
1643639818584,28.35580825805664
1643639818721,28.427040100097656
1643639818810,28.40923309326172
1643639818900,28.338001251220703
1643639819035,28.302387237548828
1643639819125,28.266769409179688
1643639819215,28.24896240234375
1643639819304,28.213348388671875
1643639819440,28.213348388671875
1643639819530,28.159923553466797
1643639819620,28.195541381835938
1643639819709,28.231155395507812
1643639819844,28.338001251220703
1643639819935,28.373619079589844
1643639820024,28.40923309326172
1643639820160,28.480464935302734
1643639820294,28.480464935302734
1643639820339,28.51607894897461
1643639820430,28.533885955810547
1643639820564,28.533885955810547
1643639820655,28.569503784179688
1643639820744,28.55169677734375
1643639820835,28.55169677734375
1643639820969,28.569503784179688
1643639821060,28.498271942138672
1643639821150,28.373619079589844
1643639821239,28.195541381835938
1643639821375,28.124309539794922
1643639821465,28.03527069091797
1643639821555,27.946231842041016
1643639821690,27.875
1643639821779,27.785961151123047
1643639821869,27.679115295410156
1643639821960,27.64350128173828
1643639822094,27.64350128173828
1643639822185,27.946231842041016
1643639822275,28.35580825805664
1643639822365,28.498271942138672
1643639822500,28.55169677734375
1643639822590,28.711963653564453
1643639822680,28.89004135131836
1643639822814,28.99688720703125
1643639822905,29.121543884277344
1643639822995,29.174964904785156
1643639823084,29.228389739990234
1643639823219,29.246196746826172
1643639823310,29.370853424072266
1643639823400,29.353042602539062
1643639823489,29.29962158203125
1643639823625,29.40646743774414
1643639823715,29.353042602539062
1643639823804,29.388660430908203
1643639823940,29.335235595703125
1643639824029,29.317428588867188
1643639824120,29.335235595703125
1643639824210,29.335235595703125
1643639824300,29.085926055908203
1643639824434,28.338001251220703
1643639824525,28.124309539794922
1643639824614,28.03527069091797
1643639824749,27.946231842041016
1643639824840,27.892807006835938
1643639824930,27.821578979492188
1643639825065,27.803768157958984
1643639825155,27.803768157958984
1643639825245,27.750347137451172
1643639825334,27.750347137451172
1643639825425,27.750347137451172
1643639825559,27.732540130615234
1643639825649,27.803768157958984
1643639825740,27.892807006835938
1643639825875,28.053077697753906
1643639825965,28.195541381835938
1643639826054,28.28458023071289
1643639826144,28.39142608642578
1643639826280,28.40923309326172
1643639826370,28.480464935302734
1643639826460,28.480464935302734
1643639826594,28.51607894897461
1643639826684,28.51607894897461
1643639826775,28.51607894897461
1643639826865,28.569503784179688
1643639827000,28.569503784179688
1643639827090,28.587310791015625
1643639827180,28.6229248046875
1643639827270,28.569503784179688
1643639827405,28.51607894897461
1643639827495,28.444847106933594
1643639827585,28.39142608642578
1643639827719,28.302387237548828
1643639827809,28.213348388671875
1643639827900,28.159923553466797
1643639827990,28.088695526123047
1643639828080,28.03527069091797
1643639828215,27.946231842041016
1643639828305,27.91061782836914
1643639828395,27.875
1643639828530,27.857192993164062
1643639828619,28.124309539794922
1643639828710,28.55169677734375
1643639828844,28.569503784179688
1643639828934,28.533885955810547
1643639829025,28.65854263305664
1643639829115,28.711963653564453
1643639829205,28.9256591796875
1643639829339,29.03250503540039
1643639829430,29.121543884277344
1643639829520,29.19277572631836
1643639829655,29.228389739990234
1643639829745,29.317428588867188
1643639829835,29.29962158203125
1643639829925,29.388660430908203
1643639830060,29.388660430908203
1643639830149,29.424274444580078
1643639830240,29.442081451416016
1643639830330,29.584545135498047
1643639830465,29.477699279785156
1643639830555,28.55169677734375
1643639830645,28.533885955810547
1643639830779,28.462657928466797
1643639830870,28.373619079589844
1643639830959,28.266769409179688
1643639831095,28.195541381835938
1643639831185,28.088695526123047
1643639831275,27.999656677246094
1643639831365,27.892807006835938
1643639831455,27.857192993164062
1643639831590,27.821578979492188
1643639831680,27.785961151123047
1643639831770,27.803768157958984
1643639831905,27.803768157958984
1643639831995,27.785961151123047
1643639832085,27.803768157958984
1643639832175,27.803768157958984
1643639832310,27.91061782836914
1643639832399,28.070884704589844
1643639832489,28.213348388671875
1643639832580,28.338001251220703
1643639832715,28.373619079589844
1643639832805,28.444847106933594
1643639832895,28.498271942138672
1643639833029,28.55169677734375
1643639833120,28.605117797851562
1643639833211,28.6229248046875
1643639833300,28.65854263305664
1643639833435,28.694156646728516
1643639833525,28.676349639892578
1643639833615,28.676349639892578
1643639833750,28.640735626220703
1643639833839,28.6229248046875
1643639833930,28.51607894897461
1643639834019,28.444847106933594
1643639834109,28.35580825805664
1643639834244,28.24896240234375
1643639834335,28.124309539794922
1643639834424,28.01746368408203
1643639834605,28.498271942138672
1643639834650,28.711963653564453
1643639834739,28.65854263305664
1643639834829,28.6229248046875
1643639834965,28.605117797851562
1643639835055,28.55169677734375
1643639835144,28.569503784179688
1643639835280,28.498271942138672
1643639835370,28.533885955810547
1643639835459,28.587310791015625
1643639835549,28.605117797851562
1643639835685,28.65854263305664
1643639835775,28.78319549560547
1643639835865,28.907848358154297
1643639835955,29.014698028564453
1643639836089,29.228389739990234
1643639836180,29.335235595703125
1643639836270,29.53112030029297
1643639836405,28.533885955810547
1643639836495,28.533885955810547
1643639836585,28.498271942138672
1643639836675,28.533885955810547
1643639836810,28.51607894897461
1643639836899,28.533885955810547
1643639836990,28.605117797851562
1643639837080,28.569503784179688
1643639837215,28.569503784179688
1643639837305,28.569503784179688
1643639837395,28.533885955810547
1643639837530,28.462657928466797
1643639837620,28.444847106933594
1643639837710,28.320194244384766
1643639837800,28.213348388671875
1643639837935,28.124309539794922
1643639838024,27.999656677246094
1643639838115,27.91061782836914
1643639838205,27.839385986328125
1643639838340,27.857192993164062
1643639838430,27.785961151123047
1643639838520,27.750347137451172
1643639838610,27.750347137451172
1643639838745,27.76815414428711
1643639838835,27.750347137451172
1643639838925,27.750347137451172
1643639839060,27.785961151123047
1643639839150,27.892807006835938
1643639839240,27.928424835205078
1643639839330,28.106502532958984
1643639839465,28.231155395507812
1643639839554,28.28458023071289
1643639839645,28.338001251220703
1643639839735,28.427040100097656
1643639839869,28.444847106933594
1643639839959,28.480464935302734
1643639840050,28.51607894897461
1643639840140,28.533885955810547
1643639840275,28.6229248046875
1643639840365,29.317428588867188
1643639840455,29.388660430908203
1643639840590,29.424274444580078
1643639840680,29.353042602539062
1643639840770,29.335235595703125
1643639840860,29.246196746826172
1643639840995,29.26400375366211
1643639841084,29.15715789794922
1643639841175,29.050312042236328
1643639841310,28.89004135131836
1643639841400,28.854427337646484
1643639841489,28.711963653564453
1643639841580,28.747581481933594
1643639841670,28.640735626220703
1643639841805,28.65854263305664
1643639841895,28.640735626220703
1643639841985,28.729774475097656
1643639842120,28.78319549560547
1643639842210,28.711963653564453
1643639842300,27.732540130615234
1643639842392,27.750347137451172
1643639842525,27.76815414428711
1643639842615,27.839385986328125
1643639842705,27.98184585571289
1643639842840,28.124309539794922
1643639842930,28.177734375
1643639843065,28.266769409179688
1643639843110,28.39142608642578
1643639843245,28.39142608642578
1643639843335,28.462657928466797
1643639843425,28.462657928466797
1643639843515,28.444847106933594
1643639843650,28.51607894897461
1643639843740,28.51607894897461
1643639843830,28.51607894897461
1643639843920,28.533885955810547
1643639844055,28.51607894897461
1643639844145,28.498271942138672
1643639844236,28.462657928466797
1643639844370,28.40923309326172
1643639844460,28.35580825805664
1643639844549,28.266769409179688
1643639844640,28.195541381835938
